id,symbol,name,current_price,market_cap,total_volume,price_change_percentage_24h,categories,hashing_algorithm,genesis_date,sentiment_up,sentiment_down,developer_score,community_score,liquidity_score
pepe,pepe,Pepe,4.04e-06,1699029221,211796864.0,-1.34241,"['BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Frog-Themed', 'GMCI Meme Index', 'GMCI Index', 'The Boy’s Club', '4chan-Themed']",,,84.62,15.38,,,
internet-computer,icp,Internet Computer,3.09,1683580986,178236678.0,2.84769,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Internet Computer Ecosystem', 'Base Ecosystem', 'Alleged SEC Securities', 'Multicoin Capital Portfolio', 'Layer 0 (L0)', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Blockchain Capital Portfolio', 'GMCI Index', 'Polychain Capital Portfolio', 'Coinbase 50 Index', 'Governance']",,,85.45,14.55,,,
aster-2,aster,Aster,0.702417,1665175460,139471252.0,-2.10635,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Perpetuals', 'Made in China']",,,62.5,37.5,,,
syrupusdc,syrupusdc,syrupUSDC,1.14,1631050999,4799623.0,0.03676,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Yield-Bearing Stablecoin']",,,0.0,100.0,,,
ethena,ena,Ethena,0.207279,1592539957,104035040.0,-2.29663,"['Decentralized Finance (DeFi)', 'Binance Launchpool', 'Avalanche Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Metis Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'TON Ecosystem', 'Manta Network Ecosystem', 'Scroll Ecosystem', 'Kava Ecosystem', 'Blast Ecosystem', 'Stablecoin Issuer', 'Mode Ecosystem', 'DragonFly Capital Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'Fraxtal Ecosystem', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio', 'Zircuit Ecosystem', 'Morph L2 Ecosystem', 'World Liberty Financial Portfolio', 'Swellchain Ecosystem', 'Governance']",,,85.71,14.29,,,
hash-2,hash,Provenance Blockchain,0.02996782,1580767398,783.94,-4.38443,"['Smart Contract Platform', 'Layer 1 (L1)', 'Real World Assets (RWA)', 'Proof of Stake (PoS)', 'Provenance Ecosystem']",,,50.0,50.0,,,
wrapped-solana,sol,Wrapped SOL,125.61,1560029844,261072139.0,-0.47196,"['Crypto-Backed Tokens', 'Wrapped-Tokens', 'Solana Ecosystem']",,,50.0,50.0,,,
htx-dao,htx,HTX DAO,1.66e-06,1540888906,7674335.0,0.5838,"['Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Tron Ecosystem']",,,50.0,50.0,,,
pax-gold,paxg,PAX Gold,4362.92,1531105773,35806352.0,0.24439,"['Stablecoins', 'Tokenized Assets', 'Tokenized Gold', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",,,100.0,0.0,,,
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,4.53,1530282697,20532103.0,-0.17146,"['Decentralized Finance (DeFi)', 'LP Tokens', 'Solana Ecosystem']",,,100.0,0.0,,,
global-dollar,usdg,Global Dollar,0.99975,1502129072,12220339.0,-0.00342,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Ethereum Ecosystem', 'X Layer Ecosystem', 'Fiat-backed Stablecoin', 'Ink Ecosystem']",,,,,,,
sky,sky,Sky,0.063687,1458086779,14341390.0,1.71687,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Stablecoin Issuer', 'Hydration Ecosystem', 'Governance']",,,75.0,25.0,,,
hashnote-usyc,usyc,Circle USYC,1.11,1432259773,222175.0,,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'US Treasury-backed Stablecoin']",,,,,,,
kucoin-shares,kcs,KuCoin,10.82,1403772608,2893611.0,0.72697,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Circle Ventures Portfolio', 'Made in China']",,2017-08-22,,,,,
ripple-usd,rlusd,Ripple USD,0.999942,1359111078,37401294.0,0.02342,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'XRP Ledger Ecosystem', 'Fiat-backed Stablecoin', 'Made in USA']",,,75.0,25.0,,,
bfusd,bfusd,BFUSD,0.999043,1318633469,8460836.0,0.00613,"['Stablecoins', 'Yield-Bearing Stablecoin']",,,,,,,
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),0.999859,1288351961,123969276.0,7e-05,"['BNB Chain Ecosystem', 'Bridged USDC', 'Bridged-Tokens', 'Bridged Stablecoin']",,,,,,,
syrupusdt,syrupusdt,syrupUSDT,1.11,1283366903,464925.0,-0.01222,"['Ethereum Ecosystem', 'Yield-Bearing Stablecoin', 'Plasma Ecosystem']",,,,,,,
kaspa,kas,Kaspa,0.04702706,1252381038,25882874.0,5.88979,"['Smart Contract Platform', 'Layer 1 (L1)', 'Wallets', 'Proof of Work (PoW)', 'Kaspa Ecosystem', 'Made in USA', 'Directed Acyclic Graph (DAG)']",,,76.6,23.4,,,
worldcoin-wld,wld,Worldcoin,0.50657,1250961258,69936283.0,-2.93859,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Optimism Ecosystem', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Blockchain Capital Portfolio', 'Optimism Superchain Ecosystem', 'World Chain Ecosystem', 'Made in USA', 'Governance']",,,62.5,37.5,,,
rocket-pool-eth,reth,Rocket Pool ETH,3438.21,1246498374,2985996.0,0.25284,"['Polygon Ecosystem', 'Arbitrum Ecosystem', 'Liquid Staking Tokens', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'Ronin Ecosystem', 'Liquid Staked ETH', 'Liquid Staking', 'Unichain Ecosystem']",,,,,,,
ondo-finance,ondo,Ondo,0.386969,1219806401,39261817.0,-2.91072,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'GMCI DeFi Index', 'RWA Protocol', 'GMCI Index', 'World Liberty Financial Portfolio', 'Binance Alpha Spotlight', 'Made in USA']",,,77.78,22.22,,,
gatechain-token,gt,Gate,10.22,1200834596,2556592.0,-0.48882,"['Smart Contract Platform', 'Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Proof of Stake (PoS)', 'Made in China', 'GateLayer Ecosystem']",,,50.0,50.0,,,
binance-staked-sol,bnsol,Binance Staked SOL,137.34,1191223591,1101015.0,-0.00116,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",,,,,,,
wbnb,wbnb,Wrapped BNB,853.74,1183738141,304420682.0,-0.04296,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Wrapped-Tokens']",,,,,,,
aptos,apt,Aptos,1.58,1183554905,183048176.0,-1.24126,"['Smart Contract Platform', 'Layer 1 (L1)', 'Aptos Ecosystem', 'FTX Holdings', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'DragonFly Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'YZi Labs (Prev. Binance Labs) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA']",,,70.0,30.0,,,
pump-fun,pump,Pump.fun,0.00194064,1143806315,51897753.0,-2.4271,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'SocialFi', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)', 'Solana Ecosystem', 'Launchpad', 'Meme']",,,50.0,50.0,,,
polygon-ecosystem-token,pol,POL (ex-MATIC),0.107248,1131453311,36460676.0,-2.94769,"['Smart Contract Platform', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)']",,,18.18,81.82,,,
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,3166.69,1120267442,43319.0,0.38603,"['Liquid Staking Tokens', 'Ethereum Ecosystem', 'Restaking', 'Liquid Restaking Tokens', 'Liquid Staked ETH', 'Liquid Staking']",,,100.0,0.0,,,
quant-network,qnt,Quant,76.8,1115993673,18954457.0,3.5066,"['Infrastructure', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Energi Ecosystem', 'Coinbase 50 Index']",Ethash,2018-06-25,100.0,0.0,,,
arbitrum,arb,Arbitrum,0.185681,1058605782,69428114.0,-2.57739,"['Smart Contract Platform', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Arbitrum Nova Ecosystem', 'Layer 2 (L2)', 'eGirl Capital Portfolio', 'Rollup', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'GMCI Layer 2 Index', 'GMCI 30 Index', 'GMCI Index', 'Polychain Capital Portfolio', 'Made in USA', 'Governance']",,,57.14,42.86,,,
official-trump,trump,Official Trump,5.01,1001527681,136294468.0,-2.1885,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'PolitiFi', 'Made in USA', 'Trump-Affiliated']",,,40.0,60.0,,,
ignition-fbtc,fbtc,Function FBTC,89052.0,998789583,18369.34,1.04457,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Sonic Ecosystem', 'Plume Network Ecosystem', 'BOB Network Ecosystem']",,,,,,,
lombard-staked-btc,lbtc,Lombard Staked BTC,88598.0,990437857,2112506.0,0.43779,"['BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Sui Ecosystem', 'Base Ecosystem', 'Starknet Ecosystem', 'Restaking', 'Berachain Ecosystem', 'Liquid Restaking Tokens', 'Sonic Ecosystem', 'Etherlink Ecosystem', 'Swellchain Ecosystem', 'Corn Ecosystem', 'Liquid Staked BTC', 'Katana Ecosystem', 'TAC Ecosystem']",,,100.0,0.0,,,
algorand,algo,Algorand,0.11127,982316903,22940348.0,-2.28908,"['Smart Contract Platform', 'Layer 1 (L1)', 'Algorand Ecosystem', 'Real World Assets (RWA)', 'Alleged SEC Securities', 'DWF Labs Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'GMCI Layer 1 Index', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",,,70.0,30.0,,,
solv-btc,solvbtc,Solv Protocol BTC,88099.0,980857886,56969.0,0.02158,"['Crypto-Backed Tokens', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Mantle Ecosystem', 'Base Ecosystem', 'Berachain Ecosystem', 'Merlin Chain Ecosystem', 'Mode Ecosystem', 'Rootstock Ecosystem', 'Sonic Ecosystem', 'Sei Network Ecosystem', 'Ink Ecosystem', 'Soneium Ecosystem', 'HyperEVM Ecosystem', 'Corn Ecosystem', 'BOB Network Ecosystem']",,,,,,,
nexo,nexo,NEXO,0.938158,936261923,9041032.0,2.39494,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'Energi Ecosystem', 'Sora Ecosystem']",,,100.0,0.0,,,
cosmos,atom,Cosmos Hub,1.93,931765417,24554944.0,-2.5064,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Cosmos Ecosystem', 'Terra Ecosystem', 'Canto Ecosystem', 'Alleged SEC Securities', 'Osmosis Ecosystem', 'Paradigm Portfolio', 'Proof of Stake (PoS)', 'Kava Ecosystem', 'Layer 0 (L0)', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Archway Ecosystem', 'Evmos Ecosystem', 'GMCI 30 Index', 'GMCI Index', 'Outlier Ventures Portfolio', 'Polychain Capital Portfolio', 'Mantra Ecosystem', 'Coinbase 50 Index', 'Governance']",,,80.0,20.0,,,
filecoin,fil,Filecoin,1.28,930944282,99215387.0,-2.66798,,,,,,,,
flare-networks,flr,Flare,0.0114059,916683184,3456645.0,-1.20773,,,,,,,,
liquid-staked-ethereum,lseth,Liquid Staked ETH,3177.33,903621760,25617.0,-0.0477,,,,,,,,
vechain,vet,VeChain,0.01050197,900213389,18841540.0,-1.35014,,,,,,,,
usdtb,usdtb,USDtb,0.999632,851401976,194668.0,-0.01869,,,,,,,,
xdce-crowd-sale,xdc,XDC Network,0.04593471,849792941,43330441.0,-8.07487,,,,,,,,
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),10.93,838881862,0.0,0.0,,,,,,,,
ousg,ousg,OUSG,113.7,829492108,0.0,0.0,,,,,,,,
usdd,usdd,USDD,0.999617,825807778,5351302.0,0.01537,,,,,,,,
wrappedm-by-m0,wm,WrappedM by M^0,0.999928,781900892,10327767.0,0.02133,,,,,,,,
janus-henderson-anemoy-aaa-clo-fund,jaaa,Janus Henderson Anemoy AAA CLO Fund,1.018,764084881,0.0,0.0,,,,,,,,
beldex,bdx,Beldex,0.097363,727486136,10584236.0,1.60302,,,,,,,,
mantle-staked-ether,meth,Mantle Staked Ether,3236.03,713095029,510915.0,0.41572,,,,,,,,
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),88159.0,710993797,35401940.0,0.32617,,,,,,,,
sei-network,sei,Sei,0.108131,700198108,37995649.0,-2.60772,,,,,,,,
bridged-usdc-polygon-pos-bridge,usdc.e,Polygon Bridged USDC (Polygon PoS),0.999779,689737309,20789387.0,0.00673,,,,,,,,
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,1.11,688119510,115305.0,-0.47166,,,,,,,,
clbtc,clbtc,clBTC,88238.0,681484072,3.96,-0.21676,,,,,,,,
bonk,bonk,Bonk,8e-06,662320201,40498402.0,-3.22321,,,,,,,,
renzo-restaked-eth,ezeth,Renzo Restaked ETH,3181.28,659665279,202954.0,0.2606,,,,,,,,
morpho,morpho,Morpho,1.21,656661963,8979515.0,-0.50915,,,,,,,,
render-token,render,Render,1.26,653169138,24849947.0,-2.02559,,,,,,,,
usdai,usdai,USDai,1.0,649651681,5308013.0,-0.12661,,,,,,,,
wrapped-flare,wflr,Wrapped Flare,0.01141579,643244547,3015581.0,-1.36677,,,,,,,,
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),0.99979,633792657,6739393.0,-0.00863,,,,,,,,
kinetic-staked-hype,khype,Kinetiq Staked HYPE,24.46,632049528,4155164.0,-2.27457,,,,,,,,
pancakeswap-token,cake,PancakeSwap,1.8,603954662,52334959.0,-2.49778,,,,,,,,
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),2983.83,600692880,312498075.0,0.27653,,,,,,,,
jupiter-staked-sol,jupsol,Jupiter Staked SOL,145.27,593918913,1645004.0,-0.58918,,,,,,,,
jupiter-exchange-solana,jup,Jupiter,0.189057,592217799,14691823.0,-3.48814,,,,,,,,
stakewise-v3-oseth,oseth,StakeWise Staked ETH,3143.02,591344727,24146.0,0.25685,,,,,,,,
pudgy-penguins,pengu,Pudgy Penguins,0.00901837,565849501,82786409.0,-2.43349,,,,,,,,
usual-usd,usd0,Usual USD,0.997321,546511284,2038863.0,0.04804,,,,,,,,
tbtc,tbtc,tBTC,88266.0,536720327,9844586.0,0.43232,,,,,,,,
myx-finance,myx,MYX Finance,2.81,534878381,30523736.0,-3.53517,,,,,,,,
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),2983.21,527199026,109148523.0,0.21071,,,,,,,,
optimism,op,Optimism,0.269931,523759602,41383641.0,-3.69897,,,,,,,,
story-2,ip,Story,1.53,519849876,19702052.0,-7.95206,,,,,,,,
bridged-wrapped-ether-pundi-aifx-omnilayer,weth,Bridged Wrapped Ether (Pundi AIFX Omnilayer),35382014.0,519596636,0.0,0.0,,,,,,,,
first-digital-usd,fdusd,First Digital USD,0.999105,517911577,248398076.0,0.01921,,,,,,,,
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,1.23,497267878,0.0,0.2349,,,,,,,,
curve-dao-token,crv,Curve DAO,0.345193,495978299,47217114.0,-2.90976,,,,,,,,
gho,gho,GHO,0.999384,494843256,2214230.0,0.04057,,,,,,,,
true-usd,tusd,TrueUSD,0.995984,492676306,6188935.0,0.02989,,,,,,,,
dash,dash,Dash,38.27,479206791,74677175.0,-3.25939,,,,,,,,
gteth,gteth,GTETH,2982.66,476515462,151692.0,0.20241,,,,,,,,
lido-dao,ldo,Lido DAO,0.531746,474512840,25984567.0,-2.34742,,,,,,,,
fetch-ai,fet,Artificial Superintelligence Alliance,0.205458,474307390,48721018.0,-1.69115,,,,,,,,
tezos,xtz,Tezos,0.436433,466527365,14805781.0,-2.1164,,,,,,,,
ether-fi,ethfi,Ether.fi,0.71429,465802588,27507092.0,-5.21022,,,,,,,,
newton-project,ab,AB,0.00498377,459923597,13483451.0,0.44149,,,,,,,,
virtual-protocol,virtual,Virtuals Protocol,0.701341,459159086,60274140.0,-2.53493,,,,,,,,
injective-protocol,inj,Injective,4.58,457390932,28853570.0,-4.4421,,,,,,,,
merlin-chain,merl,Merlin Chain,0.41941,456506003,27745458.0,7.20246,,,,,,,,
aerodrome-finance,aero,Aerodrome Finance,0.496885,452551886,14200593.0,-4.50629,,,,,,,,
blockstack,stx,Stacks,0.249068,451335212,8149312.0,-3.07157,,,,,,,,
spx6900,spx,SPX6900,0.475215,441534309,13550030.0,-4.3943,,,,,,,,
stader-ethx,ethx,Stader ETHx,3211.54,441192129,40326.0,0.1403,,,,,,,,
msol,msol,Marinade Staked SOL,169.02,435492268,941496.0,-0.36498,,,,,,,,
ether-fi-liquid-eth,liquideth,Ether.Fi Liquid ETH,3184.94,434521818,8127.82,1.40906,,,,,,,,
pippin,pippin,pippin,0.426942,427213672,32057941.0,1.71261,,,,,,,,
audiera,beat,Audiera,3.04,421342626,87943054.0,34.48052,,,,,,,,
usdb,usdb,USDB,0.991236,402443016,118981.0,-0.58933,,,,,,,,
sweth,sweth,Swell Ethereum,3288.83,399243330,20360.0,0.30112,,,,,,,,
wrapped-apecoin,wape,Wrapped ApeCoin,0.19856,398714120,248043.0,-4.0847,,,,,,,,
just,jst,JUST,0.04016156,396384201,27253011.0,0.39368,,,,,,,,
sbtc-2,sbtc,sBTC,88165.0,392904084,38919.0,-0.55933,,,,,,,,
sun-token,sun,Sun Token,0.0204663,392692251,29402151.0,1.72683,,,,,,,,
starknet,strk,Starknet,0.079164,392507102,40076787.0,-3.75253,,,,,,,,
celestia,tia,Celestia,0.458644,392289886,31041232.0,-3.17314,,,,,,,,
floki,floki,FLOKI,4.044e-05,389682569,22931082.0,-2.06383,,,,,,,,
bittorrent,btt,BitTorrent,3.93276e-07,387730334,13177313.0,-0.31865,,,,,,,,
the-graph,grt,The Graph,0.03633503,386615840,11060581.0,-3.96647,,,,,,,,
steakhouse-usdc-morpho-vault,steakusdc,Steakhouse USDC Morpho Vault,1.11,383521983,71.78,0.01937,,,,,,,,
syrup,syrup,Maple Finance,0.331738,380129034,26987395.0,3.31113,,,,,,,,
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,3324.62,379704257,3317878.0,0.25372,,,,,,,,
doublezero,2z,DoubleZero,0.108119,374864329,8328291.0,-2.31441,,,,,,,,
chiliz,chz,Chiliz,0.03638747,370678525,136463168.0,0.52413,,,,,,,,
bitcoin-cash-sv,bsv,Bitcoin SV,18.51,369222230,9319948.0,-2.56852,,,,,,,,
ethereum-name-service,ens,Ethereum Name Service,9.55,364505620,24224703.0,-1.40977,,,,,,,,
iota,iota,IOTA,0.087168,364473414,7155789.0,-3.78879,,,,,,,,
olympus,ohm,Olympus,22.09,362222540,66389.0,0.03742,,,,,,,,
conflux-token,cfx,Conflux,0.070377,361892569,11864951.0,-1.93714,,,,,,,,
telcoin,tel,Telcoin,0.0037904,360408687,1377130.0,-3.51929,,,,,,,,
bitcoin-avalanche-bridged-btc-b,btc.b,Avalanche Bridged BTC (Avalanche),88294.0,352646810,12515186.0,0.15647,,,,,,,,
apenft,nft,AINFT,3.51881e-07,347954323,21419030.0,1.91391,,,,,,,,
euro-coin,eurc,EURC,1.17,347767154,7955352.0,0.03131,,,,,,,,
kaia,kaia,Kaia,0.059135,344395620,14572901.0,-1.90871,,,,,,,,
trust-wallet-token,twt,Trust Wallet,0.824858,343613643,16158991.0,-0.76692,,,,,,,,
cap-usd,cusd,Cap USD,1.001,338421693,27612.0,0.11074,,,,,,,,
dogwifcoin,wif,dogwifhat,0.337763,337147785,108715491.0,-2.96725,,,,,,,,
pyth-network,pyth,Pyth Network,0.058588,336346436,14060733.0,-4.80129,,,,,,,,
crvusd,crvusd,crvUSD,0.999263,334750293,11155243.0,0.0187,,,,,,,,
resolv-usr,usr,Resolv USR,0.998818,334563457,436560.0,-0.02008,,,,,,,,
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,0.130023,333617554,2427901.0,-1.45745,,,,,,,,
kinesis-gold,kau,Kinesis Gold,139.76,333500499,4507.97,-0.81248,,,,,,,,
usx,usx,USX,0.999313,328584921,934591.0,-0.0034,,,,,,,,
resolv-wstusr,wstusr,Resolv wstUSR,1.12,325551991,161583.0,0.08133,,,,,,,,
gnosis,gno,Gnosis,121.23,319686625,6938567.0,0.86467,,,,,,,,
ether-fi-staked-eth,eeth,ether.fi Staked ETH,2986.65,316362860,275428.0,0.38649,,,,,,,,
binance-peg-busd,busd,Binance-Peg BUSD,1.004,313249438,2279808.0,0.3957,,,,,,,,
arbitrum-bridged-wrapped-eeth,weeth,Arbitrum Bridged Wrapped eETH (Arbitrum),3229.01,311011723,431753.0,0.31262,,,,,,,,
pendle,pendle,Pendle,1.88,307857045,41079554.0,-3.26744,,,,,,,,
basic-attention-token,bat,Basic Attention,0.205601,306993721,18759652.0,-5.75915,,,,,,,,
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,14.99,304838431,919392.0,-1.48854,,,,,,,,
the-sandbox,sand,The Sandbox,0.11656,303938446,22741757.0,-3.5621,,,,,,,,
helium,hnt,Helium,1.6,298280686,3657844.0,-2.06057,,,,,,,,
jasmycoin,jasmy,JasmyCoin,0.00599289,295734303,12529075.0,-2.73801,,,,,,,,
vision-3,vsn,Vision,0.081796,291724309,26503512.0,-1.18614,,,,,,,,
unit-bitcoin,ubtc,Unit Bitcoin,88292.0,288817137,36069010.0,0.19261,,,,,,,,
frax-ether,frxeth,Frax Ether,2961.72,287564636,318220.0,0.2298,,,,,,,,
fartcoin,fartcoin,Fartcoin,0.2872,286122304,63261673.0,-0.62638,,,,,,,,
sonic-3,s,Sonic,0.07553,285443904,29338665.0,-3.94861,,,,,,,,
gala,gala,GALA,0.00607553,284451798,22126637.0,-3.48171,,,,,,,,
mantle-restaked-eth,cmeth,Mantle Restaked ETH,3234.31,281355325,1372184.0,0.35593,,,,,,,,
theta-token,theta,Theta Network,0.280011,279143904,10051601.0,-4.80457,,,,,,,,
flow,flow,Flow,0.17131,278589465,6177914.0,-2.26535,,,,,,,,
frax,frax,Legacy Frax Dollar,0.991887,278157180,864000.0,-0.03447,,,,,,,,
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),2982.27,275450045,3480777.0,0.1837,,,,,,,,
decred,dcr,Decred,16.04,275307424,1495333.0,-4.46675,,,,,,,,
swissborg,borg,SwissBorg,0.278578,273006985,421533.0,2.51245,,,,,,,,
zebec-network,zbcn,Zebec Network,0.00280925,271967007,10896729.0,-8.71124,,,,,,,,
astherus-staked-bnb,asbnb,Aster Staked BNB,903.19,271110970,157205.0,-0.13689,,,,,,,,
humanity,h,Humanity,0.147736,267428674,96033658.0,27.06125,,,,,,,,
gate-wrapped-btc,gtbtc,Gate Wrapped BTC,88552.0,265708569,99044.0,0.28255,,,,,,,,
fidelity-digital-interest-token,fdit,Fidelity Digital Interest Token,1.0,264067137,0.0,0.0,,,,,,,,
janus-henderson-anemoy-treasury-fund,jtrsy,Janus Henderson Anemoy Treasury Fund,1.089,263183336,0.0,0.0,,,,,,,,
layerzero,zro,LayerZero,1.29,260429000,16792998.0,-4.76122,,,,,,,,
vaulta,a,Vaulta,0.161714,259596283,26657419.0,-0.08566,,,,,,,,
mimblewimblecoin,mwc,MimbleWimbleCoin,23.45,258794329,143689.0,0.62789,,,,,,,,
plasma,xpl,Plasma,0.129509,256584127,76842045.0,-0.53327,,,,,,,,
binance-wrapped-btc,bbtc,Binance Wrapped BTC,88045.0,255606020,7501.75,-0.0875,,,,,,,,
kinesis-silver,kag,Kinesis Silver,68.45,254753793,255660.0,0.64323,,,,,,,,
wrapped-stx-velar,wstx,Wrapped STX (Velar),0.253879,253879131,3088.0,-2.19167,,,,,,,,
wrapped-ether-mantle-bridge,weth,Mantle Bridged WETH (Mantle),2992.67,250073806,753352.0,0.44259,,,,,,,,
ape-and-pepe,apepe,Ape and Pepe,1.19e-06,249633349,31425281.0,1.18096,,,,,,,,
undeads-games,uds,Undeads Games,2.4,245747306,1250598.0,0.04598,,,,,,,,
neo,neo,NEO,3.49,245739867,6149082.0,-3.4291,,,,,,,,
raydium,ray,Raydium,0.903473,242038360,21398318.0,-2.37935,,,,,,,,
decentraland,mana,Decentraland,0.126149,241755663,17454097.0,-3.35061,,,,,,,,
arbitrum-bridged-wsteth-arbitrum,wsteth,Arbitrum Bridged wstETH (Arbitrum),3645.04,238996810,368076.0,0.25619,,,,,,,,
susdai,susdai,Staked USDai,1.059,233945641,639990.0,0.02622,,,,,,,,
wrapped-hype,whype,Wrapped HYPE,24.28,233510798,71681088.0,-2.43803,,,,,,,,
zksync,zk,ZKsync,0.02714109,232179216,16413531.0,-3.04601,,,,,,,,
ibc-bridged-usdc,usdc.n,Noble USDC,1.002,228864639,978381.0,0.06431,,,,,,,,
compound-governance-token,comp,Compound,23.63,228373077,25150110.0,-3.56562,,,,,,,,
wrapped-aave-ethereum-usdc,waethusdc,Wrapped Aave Ethereum USDC,1.16,227284475,27044000.0,0.02293,,,,,,,,
reallink,real,RealLink,0.074191,225434481,6293587.0,-0.03761,,,,,,,,
btse-token,btse,BTSE Token,1.37,222022453,2699371.0,0.24051,,,,,,,,
falcon-finance-ff,ff,Falcon Finance,0.094582,221201479,15074880.0,0.64443,,,,,,,,
usda-2,usda,USDa,0.99082,220577371,11707.38,-0.07635,,,,,,,,
arweave,ar,Arweave,3.37,219839770,19264313.0,-2.66326,,,,,,,,
drift-staked-sol,dsol,Drift Staked SOL,145.76,219657636,6992.39,-0.75795,,,,,,,,
ylds,ylds,YLDS,1.0,219290176,5.0,,,,,,,,,
bybit-staked-sol,bbsol,Bybit Staked SOL,141.43,218596025,1559580.0,-0.18964,,,,,,,,
terra-luna,lunc,Terra Luna Classic,3.968e-05,217074053,32554178.0,-1.663,,,,,,,,
savings-dai,sdai,Savings Dai,1.17,216917029,65432.0,0.00063,,,,,,,,
